Zone_ID,Zone_Name,Feature_Yaw,Feature_Pitch,Feature_SwingDepth
5,碎音鈸2,-18.99,15.07,16.36
5,碎音鈸2,-19.05,15.61,16.78
5,碎音鈸2,-19.05,16.58,17.05
5,碎音鈸2,-20.35,18.34,17.67
5,碎音鈸2,-19.81,15.83,14.22
5,碎音鈸2,-19.83,16.97,15.12
5,碎音鈸2,-19.6,17.91,15.02
5,碎音鈸2,-21.37,14.35,15.09
5,碎音鈸2,-20.58,12.62,15.84
5,碎音鈸2,-22.82,15.27,16.17
5,碎音鈸2,-22.76,15.82,17.44
5,碎音鈸2,-22.57,20.07,19.86
5,碎音鈸2,-22.7,17.67,17.56
5,碎音鈸2,-22.36,16.35,16.69
5,碎音鈸2,-22.57,16.28,18.13
5,碎音鈸2,-22.54,21.56,20.22
6,疊音拔,-48.14,13.61,14.3
6,疊音拔,-44.08,18.54,19.5
6,疊音拔,-44.57,17.48,19.5
6,疊音拔,-44.16,12.51,17.65
6,疊音拔,-43.72,14.68,15.4
6,疊音拔,-42.51,17.35,17.24
6,疊音拔,-40.76,13.13,17.94
6,疊音拔,-40.83,13.79,15.25
6,疊音拔,-41.26,14.02,13.36
6,疊音拔,-41.33,16.95,16.25
6,疊音拔,-41.33,18.65,16.58
6,疊音拔,-40.66,14.22,16.52
6,疊音拔,-40.78,14.99,14.11
6,疊音拔,-38.97,10.6,14.83
6,疊音拔,-38.17,11.47,19.28
6,疊音拔,-37.57,16.49,23.16
6,疊音拔,-35.92,14.35,16.2
6,疊音拔,-35.51,17.53,21.14
6,疊音拔,-35.48,14.61,20.81
6,疊音拔,-35.46,14.93,29.13
