Zone_ID,Zone_Name,Feature_Yaw,Feature_Pitch,Feature_MaxPitchDelta
0,碎音鈸,140.72,-34.5,-26.54
0,碎音鈸,145.74,-27.24,-13.57
0,碎音鈸,151.68,-21.67,-12.41
0,碎音鈸,152.8,-28.55,-9.02
0,碎音鈸,154.27,-26.94,-8.3
0,碎音鈸,152.98,-15.53,-11.13
0,碎音鈸,159.11,-21.71,-1.71
0,碎音鈸,164.74,-21.33,-10.3
0,碎音鈸,163.57,-22.98,-7.91
0,碎音鈸,164.3,-19.89,-7.7
0,碎音鈸,163.13,-22.78,-9.89
0,碎音鈸,163.75,-27.81,-12.36
0,碎音鈸,167.07,-17.76,-11.2
0,碎音鈸,167.66,-19.3,-6.38
0,碎音鈸,164.73,-17.05,-6.03
0,碎音鈸,165.35,-14.64,-8.41
0,碎音鈸,165.31,-14.93,-5.81
0,碎音鈸,164.28,-18.11,-11.9
0,碎音鈸,169.07,-14.65,-10.95
0,碎音鈸,168.77,-15.37,-11.42
1,小鼓,123.63,-17.68,-14.51
1,小鼓,120.27,-18.09,-9.46
1,小鼓,119.23,-15.81,-6.08
1,小鼓,117.62,-16.37,-7.75
1,小鼓,115.47,-20.59,-7.86
1,小鼓,115.86,-19.54,-9.91
1,小鼓,113.28,-16.12,-8.37
1,小鼓,109.06,-21.19,-11.01
1,小鼓,104.65,-17.17,-11.95
1,小鼓,106.7,-16.54,-8.53
1,小鼓,108.55,-17.98,-4.09
1,小鼓,111.85,-12.68,-2.78
1,小鼓,112.08,-13.02,-3.44
1,小鼓,116.08,-13.37,-5.67
1,小鼓,119.56,-14.02,-5.25
1,小鼓,118.74,-14.14,-8.47
1,小鼓,113.86,-15.72,-7.08
1,小鼓,121.22,-13.75,-2.21
1,小鼓,111.69,-16.08,-3.44
1,小鼓,117.44,-21.7,-13.92
2,高音中鼓,80.85,-25.27,-21.83
2,高音中鼓,77.61,-20.59,-12.9
2,高音中鼓,69.51,-23.2,-13.46
2,高音中鼓,65.85,-23.27,-12.1
2,高音中鼓,62.28,-28.38,-16.32
2,高音中鼓,64.01,-22.62,-17.57
2,高音中鼓,60.12,-20.47,-16.36
2,高音中鼓,57.49,-23.06,-14.7
2,高音中鼓,56.44,-19.58,-13.91
2,高音中鼓,61.57,-19.45,-11.04
2,高音中鼓,55.43,-20.77,-12.16
2,高音中鼓,58.06,-22.44,-12.92
2,高音中鼓,55.61,-22.9,-13.9
2,高音中鼓,55.84,-20.89,-14.72
2,高音中鼓,55.18,-19.93,-13.43
2,高音中鼓,57.58,-19.75,-9.7
2,高音中鼓,55.87,-19.89,-12.34
2,高音中鼓,56.24,-22.44,-11.16
2,高音中鼓,56.27,-19.19,-13.16
2,高音中鼓,59.24,-19.88,-16.93
3,低音中鼓,17.82,-25.07,-18.69
3,低音中鼓,18.64,-22.61,-11.85
3,低音中鼓,19.57,-20.55,-11.23
3,低音中鼓,16.36,-18.86,-10.75
3,低音中鼓,16.69,-20.54,-10.12
3,低音中鼓,20.07,-14.42,-10.35
3,低音中鼓,18.0,-13.21,-9.81
3,低音中鼓,15.31,-14.64,-9.09
3,低音中鼓,13.11,-20.79,-8.97
3,低音中鼓,14.98,-18.83,-10.65
3,低音中鼓,15.51,-20.19,-9.13
3,低音中鼓,17.69,-20.15,-12.65
3,低音中鼓,13.28,-20.19,-15.44
3,低音中鼓,17.81,-19.07,-14.08
3,低音中鼓,14.61,-23.65,-14.09
3,低音中鼓,12.44,-22.71,-12.45
3,低音中鼓,14.07,-20.23,-12.07
3,低音中鼓,13.78,-17.85,-10.79
3,低音中鼓,15.51,-14.55,-8.42
3,低音中鼓,14.89,-21.01,-16.77
4,落地鼓,-18.05,-18.26,-15.05
4,落地鼓,-15.09,-10.53,-5.94
4,落地鼓,-17.05,-20.84,-4.66
4,落地鼓,-14.37,-20.9,-8.32
4,落地鼓,-13.79,-22.05,-9.37
4,落地鼓,-13.16,-26.76,-12.99
4,落地鼓,-12.33,-26.61,-15.2
4,落地鼓,-9.41,-27.41,-15.63
4,落地鼓,-6.74,-28.41,-17.22
4,落地鼓,-12.37,-28.8,-14.28
4,落地鼓,-7.8,-25.02,-17.08
4,落地鼓,-4.9,-23.38,-16.8
4,落地鼓,1.75,-28.17,-15.83
4,落地鼓,-5.63,-21.77,-18.85
4,落地鼓,-3.81,-21.18,-17.3
4,落地鼓,-0.4,-19.22,-17.25
4,落地鼓,-1.65,-22.13,-14.63
4,落地鼓,-5.33,-21.0,-13.2
4,落地鼓,-2.74,-26.1,-14.21
4,落地鼓,-4.82,-26.23,-13.6
5,碎音鈸2,-20.44,-42.68,-40.8
5,碎音鈸2,-30.89,-42.12,-10.12
5,碎音鈸2,-25.96,-23.94,-13.97
5,碎音鈸2,-28.41,-22.7,-15.07
5,碎音鈸2,-28.87,-22.63,-14.37
5,碎音鈸2,-27.86,-25.68,-12.64
5,碎音鈸2,-31.27,-24.72,-12.9
5,碎音鈸2,-32.78,-22.18,-10.53
5,碎音鈸2,-29.03,-19.65,-12.27
5,碎音鈸2,-23.61,-11.69,-11.68
5,碎音鈸2,-24.99,-14.09,-9.28
5,碎音鈸2,-27.56,-13.94,-6.86
5,碎音鈸2,-32.64,-12.51,-2.55
5,碎音鈸2,-29.64,-17.69,-3.05
5,碎音鈸2,-29.13,-16.25,-5.57
5,碎音鈸2,-26.9,-11.0,-2.78
5,碎音鈸2,-26.73,-7.56,-3.74
5,碎音鈸2,-27.6,-12.31,0.04
5,碎音鈸2,-26.4,-17.22,-5.85
5,碎音鈸2,-27.4,-16.55,-13.47
6,疊音拔,-53.03,-49.83,-30.38
6,疊音拔,-52.92,-16.4,-10.78
6,疊音拔,-51.31,-19.64,-10.4
6,疊音拔,-54.66,-23.41,-15.07
6,疊音拔,-49.68,-22.13,-13.61
6,疊音拔,-52.23,-21.99,-15.69
6,疊音拔,-51.92,-18.72,-8.48
6,疊音拔,-52.94,-20.67,-12.38
6,疊音拔,-46.04,-20.7,-12.03
6,疊音拔,-48.32,-24.95,-15.52
6,疊音拔,-50.28,-24.75,-12.41
6,疊音拔,-48.29,-21.53,-15.64
6,疊音拔,-47.27,-19.66,-15.19
6,疊音拔,-47.32,-16.61,-13.35
6,疊音拔,-45.62,-22.42,-12.09
6,疊音拔,-46.38,-17.65,-15.32
6,疊音拔,-46.68,-19.31,-12.51
6,疊音拔,-46.41,-21.68,-12.35
6,疊音拔,-45.18,-25.79,-16.88
6,疊音拔,-41.25,-26.04,-22.4
