Zone_ID,Zone_Name,Feature_Yaw,Feature_Pitch,Feature_SwingDepth
4,落地鼓,-3.99,14.93,18.95
4,落地鼓,-1.09,12.58,19.33
4,落地鼓,0.91,13.44,15.7
4,落地鼓,0.96,12.02,15.41
4,落地鼓,2.8,8.98,14.24
4,落地鼓,3.43,10.93,12.92
4,落地鼓,4.13,8.81,14.86
4,落地鼓,4.41,10.71,13.54
4,落地鼓,4.53,12.91,14.92
4,落地鼓,5.97,8.82,14.92
4,落地鼓,7.06,10.37,13.99
4,落地鼓,7.4,14.89,19.79
4,落地鼓,8.43,13.16,20.75
4,落地鼓,8.86,13.69,14.96
4,落地鼓,9.56,11.14,16.94
4,落地鼓,9.72,13.03,16.14
4,落地鼓,10.93,9.88,18.05
4,落地鼓,11.77,14.72,19.85
4,落地鼓,12.22,11.66,15.72
5,碎音鈸2,-24.68,10.93,14.96
5,碎音鈸2,-27.23,12.47,19.08
5,碎音鈸2,-26.35,11.02,19.78
5,碎音鈸2,-26.8,14.15,15.97
5,碎音鈸2,-26.63,12.86,15.97
5,碎音鈸2,-27.37,11.38,15.58
5,碎音鈸2,-27.77,13.46,14.61
5,碎音鈸2,-27.96,11.47,13.81
5,碎音鈸2,-27.94,11.46,13.81
5,碎音鈸2,-28.09,10.32,12.7
5,碎音鈸2,-27.47,8.48,11.72
5,碎音鈸2,-27.29,9.27,11.33
5,碎音鈸2,-27.38,8.6,13.8
5,碎音鈸2,-27.89,10.29,13.81
5,碎音鈸2,-27.9,10.49,13.88
5,碎音鈸2,-28.12,7.82,14.45
5,碎音鈸2,-29.09,7.78,15.95
5,碎音鈸2,-29.47,8.11,13.17
5,碎音鈸2,-29.35,9.18,15.33
5,碎音鈸2,-29.11,11.33,15.02
6,疊音拔,-57.49,9.5,20.11
6,疊音拔,-54.79,10.9,22.13
6,疊音拔,-54.22,15.14,20.77
6,疊音拔,-52.8,8.21,21.98
6,疊音拔,-51.89,12.42,19.06
6,疊音拔,-49.8,9.41,15.09
6,疊音拔,-50.66,13.38,18.18
6,疊音拔,-50.31,8.87,19.22
6,疊音拔,-50.37,14.86,18.03
6,疊音拔,-48.75,5.33,21.02
6,疊音拔,-48.24,14.02,19.23
6,疊音拔,-47.68,10.33,19.95
6,疊音拔,-47.55,14.48,17.22
6,疊音拔,-46.69,12.03,17.63
6,疊音拔,-45.87,12.03,14.89
6,疊音拔,-46.05,12.95,15.33
6,疊音拔,-45.82,8.75,17.33
6,疊音拔,-47.26,10.91,15.5
6,疊音拔,-48.2,10.79,18.42
6,疊音拔,-48.02,7.97,20.76
