Zone_ID,Zone_Name,Feature_Yaw,Feature_Pitch,Feature_MaxPitchDelta
0,碎音鈸,75.89,15.22,18.61
0,碎音鈸,75.71,13.34,25.41
0,碎音鈸,77.75,12.96,25.05
0,碎音鈸,76.39,9.84,25.98
0,碎音鈸,79.96,13.78,23.92
0,碎音鈸,80.28,14.3,22.02
0,碎音鈸,79.55,13.82,19.8
0,碎音鈸,79.28,10.98,17.92
0,碎音鈸,79.69,7.05,17.18
0,碎音鈸,76.02,9.47,15.19
0,碎音鈸,80.05,8.51,12.99
0,碎音鈸,78.79,13.7,13.7
0,碎音鈸,76.73,5.03,12.44
0,碎音鈸,78.38,9.89,13.98
0,碎音鈸,73.51,8.01,14.23
0,碎音鈸,74.0,11.42,17.37
0,碎音鈸,80.47,24.1,24.71
0,碎音鈸,82.86,21.91,24.12
0,碎音鈸,82.04,22.14,23.12
0,碎音鈸,80.58,23.43,24.37
1,小鼓,37.39,16.73,17.13
1,小鼓,37.53,16.03,17.23
1,小鼓,38.5,14.87,18.44
1,小鼓,37.32,14.23,15.41
1,小鼓,38.51,16.62,17.29
1,小鼓,40.27,15.14,17.6
1,小鼓,43.1,13.33,17.26
1,小鼓,44.21,15.39,18.71
1,小鼓,43.84,13.12,20.92
1,小鼓,45.07,16.31,19.88
1,小鼓,43.02,14.12,22.49
1,小鼓,43.07,14.29,20.24
1,小鼓,44.3,17.48,19.98
1,小鼓,42.03,10.65,22.78
1,小鼓,42.54,14.11,19.26
1,小鼓,46.19,16.8,19.82
1,小鼓,44.68,16.51,23.15
1,小鼓,45.94,18.18,21.92
1,小鼓,43.44,18.12,19.99
1,小鼓,43.25,12.27,14.6
2,高音中鼓,-8.0,12.59,15.49
2,高音中鼓,-11.35,9.58,19.67
2,高音中鼓,-13.87,14.15,20.78
2,高音中鼓,-15.48,17.92,22.56
2,高音中鼓,-15.98,15.53,21.56
2,高音中鼓,-13.59,14.34,23.64
2,高音中鼓,-12.78,18.99,23.87
2,高音中鼓,-14.89,17.17,24.81
2,高音中鼓,-17.45,15.67,26.17
2,高音中鼓,-17.21,23.52,27.42
2,高音中鼓,-17.97,24.5,31.23
2,高音中鼓,-19.26,19.04,27.88
2,高音中鼓,-18.46,17.37,28.31
2,高音中鼓,-17.43,17.73,28.53
2,高音中鼓,-18.21,18.75,28.18
2,高音中鼓,-19.5,22.61,28.44
2,高音中鼓,-17.63,19.2,24.29
2,高音中鼓,-16.79,19.59,29.18
2,高音中鼓,-13.65,18.29,21.27
2,高音中鼓,-10.27,21.33,22.76
3,低音中鼓,-28.2,14.68,16.14
3,低音中鼓,-30.53,12.05,17.63
3,低音中鼓,-30.89,10.01,17.34
3,低音中鼓,-33.93,15.5,17.05
3,低音中鼓,-33.57,16.15,19.34
3,低音中鼓,-33.39,11.48,22.63
3,低音中鼓,-31.86,14.54,20.04
3,低音中鼓,-32.65,16.62,23.24
3,低音中鼓,-34.46,16.12,20.57
3,低音中鼓,-35.68,13.55,22.03
3,低音中鼓,-33.15,10.79,19.98
3,低音中鼓,-30.94,13.01,19.5
3,低音中鼓,-32.14,15.42,18.12
3,低音中鼓,-33.77,17.69,21.45
3,低音中鼓,-36.5,16.68,24.43
3,低音中鼓,-31.64,17.38,19.86
3,低音中鼓,-35.9,14.82,22.49
3,低音中鼓,-27.43,12.35,20.12
3,低音中鼓,-25.9,11.4,15.26
3,低音中鼓,-20.98,12.81,13.65
4,落地鼓,-42.21,5.89,9.28
4,落地鼓,-45.61,1.32,15.72
4,落地鼓,-44.46,1.7,13.52
4,落地鼓,-47.69,10.9,18.8
4,落地鼓,-42.0,10.88,22.16
4,落地鼓,-47.16,8.1,24.12
4,落地鼓,-46.81,14.76,21.92
4,落地鼓,-44.84,14.35,27.88
4,落地鼓,-51.52,5.8,29.45
4,落地鼓,-43.14,10.06,18.12
4,落地鼓,-47.21,7.68,24.06
4,落地鼓,-49.01,9.12,21.16
4,落地鼓,-45.84,12.2,24.64
4,落地鼓,-45.05,11.68,24.65
4,落地鼓,-42.88,12.3,25.1
4,落地鼓,-46.57,12.65,25.2
4,落地鼓,-42.58,18.81,21.19
4,落地鼓,-43.56,16.81,24.21
4,落地鼓,-43.46,17.96,28.0
4,落地鼓,-41.37,11.86,14.23
5,碎音鈸2,-66.19,2.97,8.46
5,碎音鈸2,-76.46,-2.19,13.62
5,碎音鈸2,-66.86,-4.52,8.96
5,碎音鈸2,-66.06,-0.91,13.76
5,碎音鈸2,-66.7,-0.15,10.76
5,碎音鈸2,-69.5,1.9,16.18
5,碎音鈸2,-65.06,1.36,16.15
5,碎音鈸2,-67.76,0.49,18.98
5,碎音鈸2,-68.92,-3.79,19.27
5,碎音鈸2,-66.73,-0.94,21.27
5,碎音鈸2,-70.95,-0.14,22.44
5,碎音鈸2,-66.74,-0.44,18.79
5,碎音鈸2,-69.65,-0.67,21.35
5,碎音鈸2,-95.48,22.27,22.27
5,碎音鈸2,-72.16,6.78,26.13
5,碎音鈸2,-68.07,8.22,25.31
5,碎音鈸2,-63.25,4.61,21.55
5,碎音鈸2,-59.31,7.36,19.63
5,碎音鈸2,-53.51,9.56,19.4
5,碎音鈸2,-54.64,7.32,10.4
6,疊音拔,-104.84,2.68,5.69
6,疊音拔,-106.52,-0.38,10.18
6,疊音拔,-104.57,2.34,12.76
6,疊音拔,-98.81,8.73,11.06
6,疊音拔,-103.6,5.33,15.2
6,疊音拔,-100.67,4.57,19.73
6,疊音拔,-101.53,2.12,16.86
6,疊音拔,-98.67,3.64,13.0
6,疊音拔,-100.44,4.38,13.25
6,疊音拔,-104.48,5.67,19.18
6,疊音拔,-102.14,3.79,28.15
6,疊音拔,-97.42,1.06,14.74
6,疊音拔,-94.91,9.67,12.4
6,疊音拔,-97.31,4.61,15.84
6,疊音拔,-116.88,12.61,18.35
6,疊音拔,-95.02,11.94,16.0
6,疊音拔,-91.42,13.88,17.5
6,疊音拔,-132.5,5.31,13.38
6,疊音拔,-96.08,4.19,11.0
6,疊音拔,-90.25,9.89,10.91
