Zone_ID,Zone_Name,Feature_Yaw,Feature_Pitch,Feature_SwingDepth
0,碎音鈸,75.18,15.84,29.19
0,碎音鈸,73.62,16.47,30.33
0,碎音鈸,72.11,17.08,21.2
0,碎音鈸,69.53,20.11,23.75
0,碎音鈸,68.53,16.77,24.17
0,碎音鈸,67.13,17.83,22.79
0,碎音鈸,65.88,12.81,25.93
0,碎音鈸,62.81,19.5,26.33
0,碎音鈸,62.24,18.91,26.72
0,碎音鈸,58.65,17.82,23.98
0,碎音鈸,57.79,20.57,24.75
0,碎音鈸,58.32,14.76,25.16
0,碎音鈸,59.11,19.14,22.6
0,碎音鈸,58.57,16.97,23.5
0,碎音鈸,57.24,22.47,26.19
0,碎音鈸,55.68,20.74,26.5
0,碎音鈸,56.94,20.15,25.55
0,碎音鈸,59.57,15.8,27.23
0,碎音鈸,59.47,19.34,26.06
0,碎音鈸,59.71,19.1,26.43
1,小鼓,29.03,-7.09,31.74
1,小鼓,30.65,-0.83,35.15
1,小鼓,29.17,-3.93,22.36
1,小鼓,30.48,-5.07,25.47
1,小鼓,30.3,-1.38,29.25
1,小鼓,31.35,1.99,27.52
1,小鼓,32.54,3.33,26.93
1,小鼓,33.48,0.47,26.19
1,小鼓,35.4,-0.35,25.18
1,小鼓,34.69,4.94,25.36
1,小鼓,36.0,2.42,28.87
1,小鼓,35.91,-3.61,27.58
1,小鼓,37.21,-2.94,29.05
1,小鼓,37.42,-6.5,26.41
1,小鼓,37.14,-7.33,23.2
1,小鼓,37.66,0.12,26.48
1,小鼓,38.89,-2.49,28.36
1,小鼓,39.16,-5.3,28.16
1,小鼓,40.78,-2.71,32.25
1,小鼓,42.36,-1.68,27.67
2,高音中鼓,26.21,23.95,24.01
2,高音中鼓,23.58,30.07,34.29
2,高音中鼓,22.93,28.52,21.87
2,高音中鼓,22.87,33.58,19.38
2,高音中鼓,23.28,29.15,18.64
2,高音中鼓,24.24,34.7,18.85
2,高音中鼓,25.02,30.05,22.32
2,高音中鼓,25.78,31.41,24.47
2,高音中鼓,26.2,39.61,22.37
2,高音中鼓,27.2,36.56,20.47
2,高音中鼓,27.15,33.49,16.84
2,高音中鼓,26.6,31.99,18.73
2,高音中鼓,28.74,32.78,17.38
2,高音中鼓,29.5,33.11,19.15
2,高音中鼓,30.29,32.47,19.3
2,高音中鼓,31.05,32.82,18.43
2,高音中鼓,31.22,30.74,18.59
2,高音中鼓,32.88,29.36,18.36
2,高音中鼓,36.46,27.54,17.12
2,高音中鼓,41.39,37.08,25.22
3,低音中鼓,10.47,6.35,16.93
3,低音中鼓,10.82,12.45,28.41
3,低音中鼓,13.56,14.98,26.28
3,低音中鼓,13.93,15.38,24.89
3,低音中鼓,16.25,8.54,20.01
3,低音中鼓,15.07,9.56,21.08
3,低音中鼓,12.55,14.35,22.69
3,低音中鼓,12.89,18.13,22.16
3,低音中鼓,14.17,11.94,21.48
3,低音中鼓,13.68,15.88,20.92
3,低音中鼓,12.65,19.01,22.09
3,低音中鼓,13.23,14.26,23.61
3,低音中鼓,13.27,18.92,22.17
3,低音中鼓,13.13,16.34,23.97
3,低音中鼓,13.35,17.52,18.99
3,低音中鼓,13.05,17.61,18.67
