Zone_ID,Zone_Name,Feature_Yaw,Feature_Pitch,Feature_SwingDepth
4,落地鼓,-73.87,-24.76,21.15
4,落地鼓,-73.63,-21.81,20.45
4,落地鼓,-77.36,-25.69,15.86
4,落地鼓,-80.16,-27.03,13.96
4,落地鼓,-78.32,-24.37,16.95
4,落地鼓,-77.23,-26.38,16.15
4,落地鼓,-80.1,-25.74,14.45
4,落地鼓,-79.93,-23.34,16.63
4,落地鼓,-80.01,-21.17,17.53
5,碎音鈸2,-107.85,-21.62,22.73
5,碎音鈸2,-111.16,-22.23,18.37
5,碎音鈸2,-114.87,-22.89,19.41
5,碎音鈸2,-109.51,-22.03,20.75
5,碎音鈸2,-112.74,-23.39,19.5
5,碎音鈸2,-115.34,-24.67,16.44
5,碎音鈸2,-109.87,-11.7,25.1
5,碎音鈸2,-114.5,-20.87,24.78
5,碎音鈸2,-107.37,-16.81,21.33
5,碎音鈸2,-109.72,-22.84,18.19
5,碎音鈸2,-106.96,-15.62,22.95
5,碎音鈸2,-109.32,-21.9,25.39
5,碎音鈸2,-107.55,-22.27,20.63
5,碎音鈸2,-106.51,-22.03,19.31
5,碎音鈸2,-107.44,-18.9,23.16
5,碎音鈸2,-109.53,-18.39,20.66
5,碎音鈸2,-106.64,-21.37,20.87
5,碎音鈸2,-105.13,-22.27,18.67
5,碎音鈸2,-111.38,-23.85,21.55
5,碎音鈸2,-107.5,-24.1,18.58
6,疊音拔,-137.71,-16.0,23.52
6,疊音拔,-136.0,-13.83,30.07
6,疊音拔,-138.15,-19.06,26.22
6,疊音拔,-132.77,-14.57,23.43
6,疊音拔,-132.29,-15.12,22.9
6,疊音拔,-132.93,-15.6,18.87
6,疊音拔,-135.08,-16.72,22.81
6,疊音拔,-133.37,-15.68,19.16
6,疊音拔,-129.3,-13.99,17.07
6,疊音拔,-130.06,-14.18,18.48
6,疊音拔,-129.84,-7.78,19.41
6,疊音拔,-134.17,-22.44,20.07
6,疊音拔,-133.44,-13.37,20.52
6,疊音拔,-129.6,-14.66,24.66
6,疊音拔,-131.24,-15.24,22.29
6,疊音拔,-127.14,-18.0,23.74
6,疊音拔,-130.8,-34.3,23.21
6,疊音拔,-122.49,-18.71,16.33
6,疊音拔,-126.09,-32.94,18.46
6,疊音拔,-127.7,-38.35,22.32
