Zone_ID,Zone_Name,Feature_Yaw,Feature_Pitch,Feature_SwingDepth
0,碎音鈸,72.96,9.13,25.28
0,碎音鈸,72.96,13.97,28.72
0,碎音鈸,71.72,15.15,20.23
0,碎音鈸,69.56,17.76,22.06
0,碎音鈸,67.48,17.64,19.23
0,碎音鈸,65.93,19.22,21.09
0,碎音鈸,64.77,17.16,20.15
0,碎音鈸,63.86,21.42,19.33
0,碎音鈸,63.34,19.65,19.84
0,碎音鈸,62.56,19.28,16.74
0,碎音鈸,63.22,17.96,19.07
0,碎音鈸,62.99,15.43,16.16
0,碎音鈸,62.19,18.82,17.06
0,碎音鈸,60.88,20.19,18.36
0,碎音鈸,58.35,16.7,17.68
0,碎音鈸,58.16,17.01,19.81
0,碎音鈸,56.86,20.32,21.94
0,碎音鈸,57.91,18.53,22.51
0,碎音鈸,58.68,19.67,19.32
0,碎音鈸,58.4,19.15,22.05
1,小鼓,22.81,18.09,23.34
1,小鼓,18.14,17.16,23.6
1,小鼓,24.45,18.93,23.72
1,小鼓,27.73,17.93,17.99
1,小鼓,31.75,19.3,17.67
1,小鼓,32.27,22.86,21.43
1,小鼓,33.07,21.62,22.23
1,小鼓,33.86,24.36,20.91
1,小鼓,33.53,21.53,21.42
1,小鼓,31.8,19.59,20.31
1,小鼓,31.52,21.54,19.0
1,小鼓,33.51,26.73,23.02
1,小鼓,33.75,23.4,18.96
1,小鼓,31.07,24.76,20.24
1,小鼓,30.94,24.93,20.55
1,小鼓,31.04,23.33,17.61
1,小鼓,30.92,23.4,18.5
1,小鼓,30.34,22.66,19.63
1,小鼓,30.79,24.37,18.16
1,小鼓,30.98,18.94,18.46
2,高音中鼓,6.38,18.99,18.7
2,高音中鼓,11.87,19.94,20.48
2,高音中鼓,14.49,18.96,18.81
2,高音中鼓,15.91,18.0,16.35
2,高音中鼓,16.95,18.37,16.49
2,高音中鼓,18.86,18.6,16.04
2,高音中鼓,20.01,18.82,16.4
2,高音中鼓,21.15,18.38,17.55
2,高音中鼓,21.64,20.3,17.27
2,高音中鼓,22.24,18.63,18.86
2,高音中鼓,22.61,18.68,17.75
2,高音中鼓,23.1,19.52,17.81
2,高音中鼓,23.02,18.99,18.06
2,高音中鼓,23.22,20.79,18.33
2,高音中鼓,23.73,21.91,19.03
2,高音中鼓,23.33,18.04,19.95
2,高音中鼓,23.36,21.65,20.31
2,高音中鼓,24.56,18.96,19.48
2,高音中鼓,24.82,20.83,15.02
2,高音中鼓,26.99,22.73,18.98
3,低音中鼓,-2.69,16.59,16.51
3,低音中鼓,-1.79,19.27,18.55
3,低音中鼓,-0.02,16.55,17.98
3,低音中鼓,0.47,19.32,15.18
3,低音中鼓,2.01,17.43,15.96
